Time,Channel A,Channel B
(ms),(V),(V)

-0.37495428,0.00622578,0.01171911
-0.37491428,0.00939970,0.01171911
-0.37487428,0.00482192,0.01232948
-0.37483428,0.00494400,0.01544237
-0.37479428,0.00708029,0.01580859
-0.37475428,0.00824000,0.01556444
-0.37471428,0.01055940,0.01605274
-0.37467428,0.00378430,0.01007111
-0.37463428,0.00708029,0.01031526
-0.37459428,0.00738548,0.01220740
-0.37455428,0.00390637,0.02105777
-0.37451428,0.00469985,0.01477096
-0.37447428,0.00927763,0.01403851
-0.37443428,0.00622578,0.01135289
-0.37439428,0.00402844,0.00842311
-0.37435428,0.00915555,0.00903348
-0.37431428,0.00952178,0.01196326
-0.37427428,0.00891141,0.00964385
-0.37423428,0.00775170,0.01147496
-0.37419428,0.00469985,0.00585955
-0.37415428,0.00708029,0.01104770
-0.37411428,0.00378430,0.00775170
-0.37407428,0.00390637,0.01452681
-0.37403428,0.00836207,0.01123081
-0.37399428,0.00695822,0.01092563
-0.37395428,0.00366222,0.01031526
-0.37391428,0.00750755,0.00811792
-0.37387428,0.00824000,0.01147496
-0.37383428,0.00878933,0.01403851
-0.37379428,0.00903348,0.01208533
-0.37375428,0.00213630,0.01440474
-0.37371428,0.00305185,0.01300089
-0.37367428,0.00457778,0.01733451
-0.37363428,0.00201422,0.00891141
-0.37359428,0.00427259,0.00799585
-0.37355428,0.00378430,0.01123081
-0.37351428,0.00610370,0.00622578
-0.37347428,0.00775170,0.01416059
-0.37343428,0.00225837,0.01428266
-0.37339428,0.00610370,0.01312296
-0.37335428,0.00329600,0.01092563
-0.37331428,0.00341807,0.01196326
-0.37327428,0.00787378,0.00878933
-0.37323428,0.00366222,0.01080355
-0.37319428,0.00646992,0.01220740
-0.37315428,0.00726341,0.01477096
-0.37311428,0.01141392,0.01147496
-0.37307428,0.00048830,0.01452681
-0.37303428,0.00799585,0.00799585
-0.37299428,0.00738548,0.01556444
-0.37295428,0.00292978,0.01245155
-0.37291428,0.00695822,0.01794488
-0.37287428,0.01019318,0.01080355
-0.37283428,0.00939970,0.01300089
-0.37279428,0.00531022,0.01489303
-0.37275428,0.00622578,0.00646992
-0.37271428,0.00555437,0.01385540
-0.37267428,0.00341807,0.01019318
-0.37263428,0.00860622,0.00964385
-0.37259428,0.00445570,0.01196326
-0.37255428,0.00048830,0.00714133
-0.37251428,0.00799585,0.01287881
-0.37247428,0.00555437,0.01232948
-0.37243428,0.00134281,0.00982696
-0.37239428,0.00585955,0.01019318
-0.37235428,0.00225837,0.01104770
-0.37231428,0.00201422,0.01361126
-0.37227428,0.00457778,0.01312296
-0.37223428,0.00695822,0.00750755
-0.37219428,0.00750755,0.01263466
-0.37215428,0.00085452,0.01055940
-0.37211428,0.00598163,0.01745659
-0.37207428,0.00061037,0.01184118
-0.37203428,0.00708029,0.00659200
-0.37199428,0.00543230,0.01721244
-0.37195428,0.00836207,0.01043733
-0.37191428,0.00250252,0.01159703
-0.37187428,0.00964385,0.00683615
-0.37183428,0.00567644,0.01403851
-0.37179428,0.00506607,0.01684622
-0.37175428,0.00860622,0.01617481
-0.37171428,0.00824000,0.01666311
-0.37167428,0.00598163,0.01196326
-0.37163428,0.00225837,0.01873836
-0.37159428,0.00238044,0.01666311
-0.37155428,0.00213630,0.00787378
-0.37151428,0.00585955,0.01477096
-0.37147428,0.00317393,0.01568651
-0.37143428,0.00317393,0.01416059
-0.37139428,0.00292978,0.00738548
-0.37135428,0.00811792,0.00683615
-0.37131428,0.01068148,0.01104770
-0.37127428,0.00646992,0.01501511
-0.37123428,0.00274667,0.01837214
